,first,last,nickname,fighter_id
1015,Aaron,Ely,The Cyborg,1741343f0ca34dd5
1016,Sovannahry,Em,The Sweet Savage,45c8fed13a62fe92
1017,Ramazan,Emeev,Gorets,abd5fb12437eda21
1018,Aleksander,Emelianenko,,f54200f1dfb9b5d4
1019,Fedor,Emelianenko,The Last Emperor,b8da6f5c80ae2d15
1020,Rob,Emerson,The Saint,dc0f07928009a127
1021,Jamall,Emmers,Pretty Boy,e00a3dee329a51f7
1022,Josh,Emmett,CC0,fba03cd6cc28dc41
1023,Marius,Enache,,e3f443e4cbc3da8f
1024,Kevin,Engel,The Hitman,d2f310b5b072e986
1025,Kolton,Englund,White Assassin,4122da4f791b2f4f
1026,Oliver,Enkamp,,330bafba312face4
1027,Alex,Enlund,,d238217e0f8ea8e1
1028,Kenny,Ento,Tha' Dragon,daf9be103c1edbbd
1029,Ian,Entwistle,Enty,d7adfcfdf7c6c1f8
1030,Andy,Enz,Tank Mode,993d385f5a475375
1031,Won Jin,Eoh,,bc7cf284c1c2f16e
1032,Josh,Epps,,984b0c4c6e773a1c
1033,Steve,Erceg,Astroboy,32ab52e5de93092d
1034,Tom,Erikson,The Big Cat,7b9a85e5ff31ef47
1035,Konstantin,Erokhin,,22061ff217907c78
1036,Julian,Erosa,Juicy J,902ec2cc48c8ae8a
1037,Jarno,Errens,,082eba4cd80f736f
1038,Nick,Ertl,,74061adb224be3cc
1039,Chel,Erwin-Davis,The First Sun,c26ea30823f37316
1040,Bobby,Escalante,,f7ede18b4ec4ec1f
1041,Eric,Esch,Butterbean,0e4daed84a8f39a6
1042,Pro,Escobedo,,b36874652ed7715d
1043,Cole,Escovedo,Apache Kid,5df17b3620145578
1044,Efrain,Escudero,Hecho En Mexico,83fd97284f4bb4a4
1045,Evan,Esguerra,,ed220e87bef0cc64
1046,Carla,Esparza,Cookie Monster,d910665038efc639
1047,Juan,Espino,El Guapo,ccf5dc41417e9daf
1048,Jordan,Espinosa,The Gamer,215a70f073a7b726
1049,Jodie,Esquibel,,411539901068522f
1050,Rafael,Estevam,Macapa,83455a9d17f57dae
1051,Achilles,Estremadura,,41f3cfdab0b22236
1052,Shaun,Etchell,The Buzzsaw,ea9bfe9c25037bba
1053,Terry,Etim,,33011768c3c4dc9a
1054,Fred,Ettish,,8d5daf67983b65ba
1055,Scott,Ettling,,74b5736f1df40be3
1056,Sijara,Eubanks,SarJ,4234f0097c83fa62
1057,Billy,Evangelista,,9766ed20b68c7c33
1058,Rashad,Evans,Suga,ee779c43a8926d52
1059,Doug,Evans,,d3de4a24f7eefac8
1060,Ashlee,Evans-Smith,Rebel Girl,fc6e681bf6658faf
1061,Dan,Evensen,The Viking,dd8aec6de7035943
1062,Tonya,Evinger,Triple Threat,b12a1d19ee383b7c
1063,Movsar,Evloev,,76e2870ffafbe38f
1064,Andre,Ewell,Mr. Highlight,5f6f049d54728e88
1065,Neal,Ewing,,0798f558681d0eb5
1066,Jessica,Eye,Evil,f72465a784c1b084
1067,Edward,Faaloloto,,6224e8d0a34264eb
1068,Urijah,Faber,The California Kid,78114b7199cef90c
1069,Melinda,Fabian,,8c020156779f7888
1070,Wagnney,Fabiano,The Silencer,40389d39a92f5bfa
1071,Bartosz,Fabinski,The Butcher,e17ac6410c8377f4
1072,Ron,Faircloth,,453ee00c3e1ae9dd
1073,Jason,Fairn,,adea9f0090aa8e14
1074,Zarah,Fairn,Infinite,862b0b3375aa4b6e
1075,Rinat,Fakhretdinov,Gladiator,8f765fd5775a8873
1076,Maiquel,Falcao,Big Rig,d58478ded5534695
1077,Pedro,Falcao,Pedrinho,f7be1db194e03d7e
1078,Brodie,Farber,,91d73ee59347ac16
1079,Joao Paulo,Faria,,04e9955f33e0c267
1080,Kalindra,Faria,,27b164b0d1833df0
1081,Jair,Farias,Chosen,431262bbc69215dc
1082,Chance,Farrar,,49c7236c737d7e59
1083,Rico,Farrington,The Triggerman,f89e6e66b9b112de
1084,Kelly,Faszholz,,9c42a0de8e012870
1085,Rodney,Faverus,,5af26b3201690d29
1086,Paul,Felder,The Irish Dragon,e5010b1b94ca5755
1087,Carlos,Felipe,Boi,a2ea77e974c5889f
1088,JP,Felty,,954e3f4e2b0e6510
1089,Feng,Pengchao,,86597694317e5e1b
1090,Kevin,Ferguson,Kimbo Slice,27541033b97c076d
1091,Rhadi,Ferguson,,15f4550e017f6c7d
1092,Tony,Ferguson,El Cucuy,22a92d7f62195791
1093,Josh,Ferguson,Taz,b0f316c60f8d3b47
1094,CJ,Fernandes,,979f7edbb6980b0d
1095,Bibiano,Fernandes,,cbc071cb20ea59c7
1096,Gabriella,Fernandes,Gabi,a6eb54ae17a551be
1097,Kaue,Fernandes,,ec13c393d029297d
1098,Emily,Fernandez,,7ee1babb99f30115
1099,Lucas,Fernando,,3df223aeaacecf3f
1100,Alexandre,Ferreira,Cacareco,28ba5f27e473420c
1101,Cezar,Ferreira,Mutante,dbc17725b887860a
1102,Diego,Ferreira,,f53d4f21d1b5f2dc
1103,Erisson,Ferreira,Gato,1c2a8915f8431507
1104,Brunno,Ferreira,The Hulk,1e719d4b676dc19a
1105,Scott,Ferrozzo,The Pitbull,977081bc01197656
1106,Timo,Feucht,,8c21eb9fd7c4c203
1107,Andre,Fialho,,33efaf2d0941cfcf
1108,Drew,Fickett,The Master,d814f5192e58fb2f
1109,Scott,Fiedler,,0ec821423baa26bd
1110,Ron,Fields,Killing,6e380a4d73ab4f0e
1111,Michal,Figlak,Mad Dog,b4c57a8c2b773e82
1112,Deiveson,Figueiredo,Deus da Guerra,aa72b0f831d0bfe5
1113,Francisco,Figueiredo,Sniper,cdadae5363b66eef
1114,Anthony,Figueroa,,daff32bc96d1eabf
1115,Edwin,Figueroa,El Feroz,bbfca6d5c27d9cd8
1116,Paulo,Filho,,2abdead94ce73552
1117,Jafel,Filho,Pastor,65adf3856c4d9256
1118,Andre,Fili,Touchy,8fd808923cffff82
1119,Mirko,Filipovic,Cro Cop,c32fb8c0f6471a4d
1120,Brady,Fink,,997b4f52f76a0b53
1121,Jesse,Finney,,0496cdac0bc9edd8
1122,Jan,Finney,Cuddles,3317823959d32a05
1123,Torrez,Finney,The Punisher,fbb60f24af5d5a02
1124,Luigi,Fioravanti,,9583662df31d943f
1125,Nick,Fiore,,036e96c1c12b8a59
1126,Manon,Fiorot,The Beast,34ff304266360297
1127,Luiz,Firmino,Buscape,16d09e800ad7ec79
1128,Spencer,Fisher,The King,f34312c2ccfa0e00
1129,Chris,Fishgold,,bebb4ae55ac2bf6f
1130,Bryanna,Fissori,,5517bd590dbbe1f8
1131,Jon,Fitch,,6f018c039b4d5d80
1132,Isi,Fitikefu,Doxz,b8dc5fbf8338adc5
1133,Rafael,Fiziev,Ataman,c814b4c899793af6
1134,Colin,Fletcher,The Freakshow,7d09200f6a77b20e
1135,AJ,Fletcher,The Ghost,725b1abc9a39d873
1136,Jimmy,Flick,The Brick,09e62c450e754913
1137,Luke,Flores,,b5f44dcb863f595b
1138,Ty,Flores,Big Medicine,4bb0f74d5e26f89a
1139,Alejandro,Flores,El Gallito,d23d5960ac5e117c
1140,Kenny,Florian,KenFlo,cb139171ed1b69fe
1141,Darrius,Flowers,Beast Mode,65db4065e2bc107d
1142,Cody,Floyd,,8164250600b7c91b
1143,Bobby,Flynn,,c97fc5fbf7d32b8a
1144,Caros,Fodor,The Future,01d2ed8c502e3828
1145,Mal,Foki,Twin Tiger,fa534853eb195270
1146,Matt,Foki,Twin Tiger,5de61b03868035ff
1147,AJ,Fonseca,,0adf1aacda5e26ac
1148,Rob,Font,,05339613bf8e9808
1149,Claudionor,Fontinelle,,7a82635ffa9b59fe
1150,Jesse,Forbes,Kid Hercules,947eccadb72f4f6f
1151,Sterling,Ford,,a71ce6ff0b4a9dbb
1152,Codale,Ford,Crunch Time,5340123d826ceadb
1153,Raheam,Forest,Rambo,90390dd1b0791e7f
1154,Jussier,Formiga,,b102c26727306ab6
1155,Renee,Forte,,44bc27bfa76dcd9e
1156,Brianna,Fortino,The Bull,b53c46f613f6f248
1157,Marcel,Fortuna,,d761b3766e38c5db
1158,Brian,Foster,The Foster Boy,3dc3022232b79c7a
1159,Xavier,Foupa-Pokam,Professor X,ec33146e43e58933
1160,Mason,Fowler,,d745d4146be48679
1161,Brandon,Foxworth,,f65a0eb902f9476b
1162,Hermes,Franca,,e0ec3c3b6b611f7e
1163,Glaico,Franca Moreira,Nego,00a3ff40c4b2cf21
1164,Francisco,France,Kiko,ecfdbf38681a59ba
1165,John,Franchi,,b9532d815060de7f
1166,Rich,Franklin,Ace,d897897060f10a3a
1167,Zoila,Frausto,Warrior Princess,040d3b4c735541aa
1168,Stephanie,Frausto,Lil Bovy,fee02819a271c050
1169,Zane,Frazier,Nasty,d3711d3784b76255
1170,Gary,Frazier,,3beeeafcbc8b4cbc
1171,Justin,Frazier,The Grizzly Bear,78863e4a28204a6b
1172,Ian,Freeman,The Machine,b4bc2e3353a770b5
1173,Jason,Freeman,,5870bd1eadf4f322
1174,Willamy,Freire,Chiquerim,f1f37d667bcd0d27
1175,Patricio,Freire,Pitbull,98a58c26c5b1ed17
1176,Patricky,Freire,Pitbull,90e6dde9113830bd
1177,Jeremy ,Freitag,,a47e9ec288c91067
1178,Rafael,Freitas,Capoeira,14b9e0f2679a2205
1179,Donavon,Frelow,,9aa56f004b2bca07
1180,Josh,Fremd,,ca43de99b07b6b40
1181,Clay,French,,73321668ff977f1b
1182,Mike,French,,756f45905fb20cb5
1183,Matt,Frevola,The SteamRolla,dccb63727f2f5f74
1184,Jinh Yu,Frey,,d05cb1e8d1b885d8
1185,Artem,Frolov,,ee704df0afd74558
1186,Sarah,Frota,A Treta,1641ef250e9de19b
1187,Don,Frye,The Predator,271fe91f4ba9d2c5
1188,Tony,Fryklund,The Freak,253de74457bd6374
1189,Adam,Fugitt,,a01a62132460a98d
1190,Jesse,Fujarczyk,The Ronin,c3c38c86f5ab9b5c
1191,Katsuhisa,Fujii,Shamoji,d71d968dc6ecfdaf
1192,Megumi,Fujii,Mega Megu,fb6c531726447ff3
1193,Kazuyuki,Fujita,Ironhead,b1605ea39fba6af6
1194,Keisuke,Fujiwara,,ccd58ff71e260ed5
1195,Riki,Fukuda,,7c35f869033901ae
1196,Masio,Fullen,Lobo,4638cc6479cc0afe
1197,Travis,Fulton,The Ironman,911fb265462f0d94
1198,Sam,Fulton,,1f5f75658551f2d3
1199,Masakatsu,Funaki,,aa3153a9941b4d44
1200,Ricardo,Funch,Golden Boy,e9e1acc96536bb4f
1201,Katsuaki,Furuki,,c3e2eca94b2320bc
1202,James,Gabert,,fcd8b623892b9a10
1203,Gustavo,Gabriel,,fe98f86284a6eeb3
1204,Claudia,Gadelha,Claudinha,ec34349e7dffcde7
1205,Alavutdin,Gadjiev,,a7a79b8efbceaaac
1206,Magomed,Gadzhiyasulov,,6e344b71421103da
1207,Justin,Gaethje,The Highlight,9e8f6c728eb01124
1208,Sheila,Gaff,The German Tank,837d30395faca41e
1209,Muin,Gafurov,Tajik,a54660deb6a8489c
1210,Mitch,Gagnon,,b8592b4a383696cd
1211,Brandon,Gaines,,8e6cfbd455f0f9c2
1212,Travis,Galbraith,The Gladiator,06dc1a58663579d2
1213,Dave,Galera,Scarecrow,0876d21328cf4a45
1214,Zelg,Galesic,Benkei,8a1b4330c7957961
1215,Mickey,Gall,,9e50097a89442158
1216,Daniel,Gallemore,Big Kansas,96706c75a2b14164
1217,Tom,Gallicchio,Da Tank,cc81c92fe2254935
1218,Turrell,Galloway,,7e654edcddd71550
1219,Eric,Galvan,,ad3fdba28a7540cf
1220,Andre,Galvao,,45fe6765c56d8018
1221,Marcos,Galvao,Loro,e15d0a2519d6a0b5
1222,Lucas,Gamaza,,289a3b69b85da7cd
1223,Joey,Gambino,The Raging Warrior,10559c53de0b950e
1224,Manvel,Gamburyan,The Anvil,cc6f9d1e89f3449a
1225,Mateusz,Gamrot,Gamer,72db2a14ffa73ece
1226,Shamil,Gamzatov,,0d980975001ae3d8
1227,Ariel,Gandulla,,41904fc4d3f5bffc
1228,Ciryl,Gane,Bon Gamin,787bb1f087ccff8a
1229,Sean,Gannon,The Cannon,6d7886b094b471ac
1230,Junye,Gao,,8b27d25ce0221d60
1231,Eduardo,Garagorri,,7bde387d50829adf
1232,Cody,Garbrandt,No Love,d8c7c61b176e3994
1233,Leonard,Garcia,Bad Boy,917e53fa0adea0d3
1234,Edgar,Garcia,,8d49545dadf9b919
1235,Alejandro,Garcia,Alex,e5dc36e0aba7e9da
1236,Alex,Garcia,The Dominican Nightmare,a2b12c3f3d60ff69
1237,Nick,Garcia,Nitro,8a04d94dfcfab159
1238,Steve,Garcia,Mean Machine,97cf1a2c7c5e7889
1239,Elias,Garcia,,ac5a7400da3a9a41
1240,Rafa,Garcia,Gifted,e132d47bd9efbbe0
1241,Fernie,Garcia,,9e92e1ca498d7244
1242,Rulon,Gardner,,4f7e290e71d60f87
1243,David,Gardner,,70167689d6a01793
1244,Ian,Garry,The Future,442c9011034ae1fd
1245,Pablo,Garza,The Scarecrow,8e5bfd4e82352340
1246,Azamat,Gashimov,,a1b0715c4fd2dbd3
1247,Brian,Gassaway,,e4770d5ed44a3970
1248,Kelvin,Gastelum,,8c0580d4fff106c1
1249,Willie,Gates,,6ded9184b2284645
1250,Melissa,Gatto,,a4a80dd7336ffd59
1251,Louis,Gaudinot,Goodnight,b72a60a0cadff408
1252,Manuel,Gaxhja,,618643d0d5c0631d
1253,Shamil,Gaziev,,6747ccd6d1acd266
1254,Charlene,Gellner,Princess,effd0b70e6749ab2
1255,Chad,George,Savage,14e797332ea32cdb
1256,Paul,Georgieff,,2f1700b3a4a09bc7
1257,Brian,Geraghty,Duke,15edcf67ccf5be84
1258,Derek,Getzel,The Pretzel,42883268854b78be
1259,Karine,Gevorgyan,The Princess,2db0c114414d4f06
1260,Yanis,Ghemmouri,The Desert Warrior,eb70e786bbdf1d16
1261,Darrel,Gholar,,a24e080000fa7a35
1262,Tiki,Ghosn,,cb6783c39c01d896
1263,Christos,Giagos,The Spartan,de45aaae23dfa392
1264,Joe,Giannetti,,946db8a378903cc3
1265,Nick,Gibbons,,96a221341035b701
1266,James,Giboo,,f74e037b97917027
1267,Lance,Gibson,Fearless,63eedfcc73071d41
1268,Lee,Gibson,Lethal,69db199087a1a792
1269,Cody,Gibson,The Renegade,700a674c042b7a96
1270,Chase,Gibson,El Guero,09439946214993bc
1271,Kenny,Giddens,,db8b800176d26f6e
1272,Thomas,Gifford,The Young Lion,e7f51d9f9e9259e7
1273,Joseph,Gigliotti,Capo,83825fad27ab3581
1274,Joey,Gilbert,,6bb1d2b714d4b3bc
1275,Trevin,Giles,,b27a1fcb56a3035a
1276,Kultar,Gill,Black Mamba,42c96a9c4802e2e1
1277,Jesse,Gillespie,,160b931119c1bf91
1278,Gregor,Gillespie,The Gift,84ff027394f7e470
1279,Jason,Gilliam,,91720876db0ee468
1280,Micheal,Gillmore,The Gentleman,ce175eaafe867d1f
1281,Krishaun,Gilmore,,10ccdcd14c3dfcf1
1282,Alex,Gilpin,,762c69860eef65d8
1283,Bob,Gilstrap,,c96518b7f6881004
1284,Eperaim,Ginting,The Wolfman,bad8ed7d714f1493
1285,Demetrius,Gioulacos,,a58114c6dd0add64
1286,Billy,Giovanella,Wolverine,c1ea31a904fe08a9
1287,He-Man,Gipson,,3e03cec9767d37e6
1288,Israel,Giron,El Rojo,4b4f6abdce986be6
1289,Brandon,Girtz,Cold Roll,81f1810f72df8f25
1290,Jason,Glaza,,fda067e842b07466
1291,Mike,Glenn,,ed133185689088b3
1292,Ricky,Glenn,The Gladiator,814ff3018127e8fc
1293,Mark,Godbeer,The Hand Of,ad56b3f00ca38dfd
1294,Clint,Godfrey,,bd85ca0bb4f26cfc
1295,Loopy,Godinez,,8e5d953bdb9ae5e7
1296,Jason,Godsey,,5ca158b1cc9cb242
1297,Allan,Goes,,e62b36885ecdac27
1298,Billy,Goff,,fa07345cc9db5cc9
1299,Amiran,Gogoladze,,5d1636b6c1688502
1300,Jonny,Goh,,e86af30738a5452a
1301,Hannah,Goldy,24K,26e3f3928b1891d9
1302,Marcelo,Golm,,ac29d508d78384c9
1303,Denise,Gomes,Dee,cffb87059e645bd1
1304,Sergio,Gomez,,af1e5c64b8663aa0
1305,Frank,Gomez,,a0a680fe2f6cc8e6
1306,Alan,Gomez,,0a66de3a797cf73a
1307,David,Gomez,,489413d3be819647
1308,Ulysses,Gomez,Useless,1e35aa8955794580
1309,Joey,Gomez,KO King,0778f94eb5d588a5
1310,Luis,Gomez,Tiger Junior,513e84bfe65ff509
1311,Joey,Gomez,,3a28e1e641366308
1312,Edson,Gomez,,e90f4291f93708e6
1313,Silvana,Gomez Juarez,La Malvada,b4880ef2f838d4e1
1314,Takanori,Gomi,The Fireball Kid,3be081c29bf734d9
1315,William,Gomis,Jaguar,e1d40e8782d80bc2
1316,Akihiro,Gono,,b2acebbef8da14ea
1317,Gabriel,Gonzaga,Napao,270b89c00ef0c55c
1318,Justin,Gonzales,J-Train,94535f76f43b466a
1319,Fernando,Gonzalez,The Menifee Maniac,be5aab761c40ef35
1320,Nick,Gonzalez,The Ghost,28d8638ea0a71908
1321,Fabian,Gonzalez,,69c071bc2621e8b0
1322,Lewis,Gonzalez,Lethal,2ff2e6e5abea3e53
1323,Jason,Gonzalez,Nicoya,e45cfa47f504033a
1324,Pearl,Gonzalez,,1ebdcb7488d0ebee
1325,Jorge,Gonzalez,Street,ff175a137b395e2b
1326,Mikey,Gonzalez,Rolls,de47c33e48b0ce38
1327,Erick,Gonzalez,The Ghost Pepper,a2ccf35a88346a91
1328,Jennifer,Gonzalez,Jefa,4f1a48f4e6ffb007
1329,Kier,Gooch,,1bda4867f1baceac
1330,Lyman,Good,Cyborg,4e0692ad070976e4
1331,Jared,Gooden,NiteTrain,c730a0be691dc081
1332,Gary,Goodridge,Big Daddy,fbbde91f7bc2d3c5
1333,Jordan,Goodwin,,7f98d9d5a10fa25c
1334,Gerard,Gordeau,,279093302a6f44b3
1335,Eddie,Gordon,Truck,8cad40a75e5c97f5
1336,Jared,Gordon,Flash,7026eca45f65377b
1337,Tebaris,Gordon,Boom,68c4ca70067bf282
1338,Malcolm,Gordon,X,dee294e9717012c2
1339,Tresean,Gore,Mr. Vicious,147e70aa6cc48cfc
1340,Alex,Gorgees,Hitman,803bebcfb6d6f506
1341,Themba,Gorimbo,The Answer,40f3cb27fc7305a1
1342,Tim,Gorman,The Psycho,c10eb2f12c489f6d
1343,Chase,Gormley,,052ceb8976695342
1344,Jonathan,Goulet,The Road Warrior,fb1538b46877a695
1345,Thibault,Gouti,GT,51e86de150ee8be6
1346,Wilson,Gouveia,,af5b208e97f5d382
1347,Todd,Gouwenberg,,c44acf87e376c62b
1348,Hugo,Govea,,2391a73686200c5d
1349,Justin,Governale,The Therapist,ae954fd497025462
1350,Damian,Grabowski,The Polish Pitbull,3f11b5d4bd76a6d9
1351,Royce,Gracie,,429e7d3725852ce9
1352,Crosley,Gracie,,52d92050a046bc17
1353,Daniel,Gracie,,82d6a9ae41aac3f7
1354,Ralph,Gracie,,a9c45a8b21eabadc
1355,Renzo,Gracie,,aae0897825336b1a
1356,Rickson,Gracie,,194fc025f9355db6
1357,Rodrigo,Gracie,,36877f0e62b25b96
1358,Royler,Gracie,,b807814d977682eb
1359,Ryan,Gracie,,0c3838c8f7c620c2
1360,Ralek,Gracie,,84283233ec42be5f
1361,Rolles,Gracie,,e4a9dbade7c7e1a7
1362,Cesar,Gracie,,079488710f012779
1363,Roger,Gracie,,a6bbd3df469c6bea
1364,Igor,Gracie,,722b870449243083
1365,Neiman,Gracie,,12d855d12a624da2
1366,Kron,Gracie,,242d36d241b43c12
1367,Bogdan,Grad,The Unleashed,fb37795db81f93f3
1368,Steven,Graham,,3e514f437c51ce0a
1369,Scott,Graham,,6e4acc2c115215b5
1370,Miranda,Granger,Danger,7559395ad833c074
1371,TJ,Grant,,a26198ba5093147e
1372,Davey,Grant,Dangerous,113df4fde64735c6
1373,Dwight,Grant,The Body Snatcher,8be158ca1e5ea6a0
1374,Alexa,Grasso,,e8b731feff72294b
1375,Tony,Gravely,,601964f9654f911a
1376,Michael,Graves,,3f1d23b01c552a13
1377,Shelton,Graves,The Gravedigger,642862d6d63605cd
1378,James,Gray,The Phenom,2db65fc038c0018e
1379,Kevin,Gray,Pocket Herc,bb0d290026d7681d
1380,Sam,Greco,,6d12031661db8ac8
1381,Bobby,Green,King,887961364be5ceb3
1382,Desmond,Green,The Predator,f046d724d2a84ac5
1383,Gabe,Green,Gifted,5eb50529a8418b77
1384,Maurice,Greene,The Crochet Boss,068f8a189a47fea6
1385,Matt,Grice,The Real One,bfc2fc38a0e20211
1386,Forrest,Griffin,,fcffee71cff5530e
1387,Tyson,Griffin,,20205040232ed0f3
1388,Max,Griffin,Pain,b0d6a1d8ac3d563d
1389,Jordan,Griffin,Native Psycho,ebef46976554f975
1390,Chad,Griggs,The Grave Digger,fdf18227faa596dd
1391,Charalampos,Grigoriou,Ferocious,68b8ebdfce9dbb61
1392,Chuck,Grigsby,The Reverend,7fb4234670271505
1393,Rodrigo,Gripp de Sousa,Riscado,dde70a112e053a6c
1394,Maxim,Grishin,Maximus,950d0ef5c17157c5
1395,Josh,Grispi,The Fluke,60ba33c3f555a7a3
1396,Garrett,Gross,,6741218640534d8b
1397,Kendall,Grove,Da Spyder,234f3767ff0e5701
1398,Neil,Grove,Goliath,36a432f22144843e
1399,Chris,Gruetzemacher,Gritz,feaf00f3373435d6
1400,Vik,Grujic,The Spartan,1e7483dbff40b84b
1401,Mike,Grundy,,56fcb2c4d99f9d1b
1402,Wang,Guan,The Dongbei Tiger,dd12382f28296f7b
1403,Nandor,Guelmino,The Hun,1abfb658cd4f8533
1404,Fabricio,Guerreiro,,2963369e327e1979
1405,Rainn,Guerrero,Purple Rainn,8300a47f6fd6fe4f
1406,Shannon,Gugerty,,9f1641c08cf8fbe2
1407,Clay,Guida,The Carpenter,c47df9303d318c67
1408,Jason,Guida,,ce25b4ed82b1811b
1409,Melvin,Guillard,The Young Assassin,ccd1299e0345e0ce
1410,Chris,Guillen,,da0f33e4255f99eb
1411,Marcelo,Guimaraes,Magrao,0c9c0a43d3f3f49d
1412,Leonardo,Guimaraes,Leleco,cc98d857b148e33a
1413,Brad,Gumm,,4d74641fac830182
1414,John,Gunderson,Quick Guns,a0c139b34f11421a
1415,John,Gunther,The Machine,3956bdc8ab2e54b3
1416,Jorge,Gurgel,,04d5718ed2661e8c
1417,Fabio,Gurgel,,8377c5572cb356f3
1418,Bogdan,Guskov,Czarevitch,ef5dcb10d2bd4b0f
1419,Gugun,Gusman,The Tiger,e34e3b1fffa13a6a
1420,Andre,Gusmao,,cc300e9aa3063431
1421,Alexander,Gustafsson,The Mauler,3c6976f8182d9527
1422,Justin,Guthrie,,a789defa9086da46
1423,Horacio,Gutierrez,The Punisher,cd85b48dc880fabd
1424,Chris,Gutierrez,El Guapo,45f0cc9d18f35137
1425,Mando,Gutierrez,El Toro,5f33ae0620e050c5
1426,Mike,Guymon,The Joker,eaea0fc7b76525a8
1427,Chelsea,Hackett,Hammer,184b7a36d50dcc5e
1428,Keith,Hackney,The Giant Killer,bf12aca029bfcc47
1429,Jake,Hadley,White Kong,60a42bf82447c919
1430,Steve,Hadsel,,99793cf88c5adeee
1431,Damir,Hadzovic,The Bosnian Bomber,38c626ca912c7bac
1432,Bassil,Hafez,The Habibi,f4d92416da98804b
1433,Tim,Hague,The Trashing Machine,219a254e15d60135
1434,Yazan,Hajeh,Yazzle Dazzle,4955c524c2a71469
1435,Stoney,Hale,The Skuller,206a7d47eb62170e
1436,Kevin,Haley,The North Woods Nightmare,439d4bbefd4e6940
1437,Mark,Hall,,18524b46c570730b
1438,Uriah,Hall,Prime Time,65578a75fa7900e3
1439,Ryan,Hall,The Wizard,8866c6f509c19089
1440,Dennis,Hallman,Superman,8a8a84b743ae7699
1441,Piotr,Hallmann,Pletwal,a3be148af5c7b088
1442,Tony,Halme,,bad28b7b34f334de
1443,Brandon,Halsey,Bull,e763679f15326ae1
1444,John,Halverson,The Hurricane,88c8f47241d90040
1445,Seo Hee,Ham,,165c244bcca3ed26
1446,Frank,Hamaker,,c3c23c99477c041b
1447,Kazuhiro,Hamanaka,,1b4d6971bb18b82c
1448,Rami,Hamed,,a59017211b775b5d
1449,Matt,Hamill,The Hammer,98b80a717b9bda17
1450,Jeremy,Hamilton,Hawk,7ada6ea792a34424
1451,Anthony,Hamilton,Freight Train,c727c7d31c50c4cf
1452,CJ,Hamilton,The Autobot,7da5839b223f3728
1453,Jared,Hamman,The Messenger,23459ee7e373b98f
1454,James,Hammortree,The Sledge,1f77fce698e80488
1455,Dean,Hancock,The Hammer,24e9d6b0a24cff9d
1456,Chad,Hanekom,Superman,98533a2738124a0d
1457,Joachim,Hansen,Hellboy,86e388ed20761ad9
1458,Kay,Hansen,,4100c7a09497ad41
1459,Nasrat,Haqparast,,b7b84ccd221be298
1460,Shin,Haraguchi,,05b17ae24e6bba81
1461,Janay,Harding,Hollowpoint,b9c3ee342eb72100
1462,Antoni,Hardonk,,69b69c0178c4004d
1463,George,Hardwick,King,f55a6807b6bb853d
1464,Dan,Hardy,The Outlaw,473ce3aa581251a2
1465,Veronica,Hardy,,4798e823ada58fe9
1466,Greg,Hardy,Prince of War,85073dbd1be65ed9
1467,Tobias,Harila,Bad Intention,4d1e92b61bcef308
1468,Baru,Harn,Seiryu,848809f3986b4977
1469,Scott,Harper,,14a433bccba87016
1470,Josiah,Harrell,Muscle Hamster,e5864a42c80294f6
1471,Gerry,Harris,,30cd319d39ee689b
1472,Gerald,Harris,,c4b81cdecd5d6abe
1473,Phil,Harris,Billy,ba043b03eb799063
1474,Walt,Harris,The Big Ticket,03f982ca3735070c
1475,Dhafir,Harris,Dada 5000,0e96af5220d27ed4
1476,Trevor,Harris,,0e98b05d3cf6d271
1477,Carlston,Harris,Mocambique,a53d30163304aa6e
1478,Kayla,Harrison,,1af1170ed937cba7
1479,Collin,Hart,,16bf6a73bdd302cd
1480,Dale,Hartt,,058e4e08a1ad8aba
1481,Luke,Hartwig,,34f3869747bf8fa9
1482,Clay,Harvison,Bushwacker,83a477a7dba1ca58
1483,Hidehiko,Hasegawa,,2a2eeee20ef049cf
1484,Chris,Haseman,The Hammer,5bd533d50c8e7b8a
1485,Takayo,Hashi,,ae4343d29c68e9d0
1486,Tomohiko,Hashimoto,,a890f9a791ed615d
1487,Justin,Haskins,,77940e45bc86208e
1488,Hayder,Hassan,Hulk,cf615eb4b7862c76
1489,Ahmad,Hassanzada,Lion of the Ring,bf7a64d9ae343e86
1490,Daiki,Hata,DJ Taiki,c76ceda100ac0fad
1491,John,Hathaway,The Hitman,28f3c2258a1d8874
1492,Phil,Hawes,No Hype,547afe1017e72dbe
1493,Justin,Hawes,The Hawk,5c7fc58e782b6842
1494,Chris,Hawk,,9460c867aae1987e
1495,Del,Hawkins,The Filipino Delight,885e7f70dcac0007
1496,Tommy,Hayden,Wild Card,0871254cd790c250
1497,Mike,Hayes,,0cfbbfa0ba6d9855
1498,Ryan,Hayes,,a620638435de0628
1499,Gerric,Hayes,,7d6a3546c988cdc0
1500,Josh,Haynes,Bring the Pain,6ef58dabef8beb15
1501,Dustin,Hazelett,McLovin,a149d6bc670cdb60
1502,James,Head,,19a8cce18a1cef9e
1503,Pat,Healy,Bam Bam,50d2f0018bcf9eef
1504,Ryan,Healy,The Irish Assassin,f3eb664db7fb1df3
1505,Spencer,Hearns,,d85cf12439945941
1506,David,Heath,,4f95f74620a6b7a4
1507,Chris,Heatherly,Stump,bad8be5827ea1bf1
1508,Jake,Hecht,Hitman,e57fdbea1b828202
